통계년월,통계시도명,통계시군구명,장애유형,성별,수급자수
202206,서울특별시,종로구,청각,남성,34
202206,서울특별시,종로구,청각,여성,28
202206,서울특별시,종로구,언어,남성,7
202206,서울특별시,종로구,지적,남성,193
202206,서울특별시,종로구,지적,여성,153
202206,서울특별시,종로구,뇌병변,남성,47
202206,서울특별시,종로구,뇌병변,여성,61
202206,서울특별시,종로구,자폐성,남성,33
202206,서울특별시,종로구,자폐성,여성,9
202206,서울특별시,종로구,정신,남성,31
202206,서울특별시,종로구,정신,여성,77
202206,서울특별시,종로구,신장,남성,64
202206,서울특별시,종로구,신장,여성,39
202206,서울특별시,종로구,지체,여성,21
202206,서울특별시,종로구,심장,여성,2
202206,서울특별시,종로구,호흡기,남성,5
202206,서울특별시,종로구,간,남성,1
202206,서울특별시,종로구,뇌전증,여성,2
202206,서울특별시,종로구,시각,남성,45
202206,서울특별시,종로구,시각,여성,50
202206,서울특별시,종로구,지체,남성,44
202206,서울특별시,중구,지체,남성,55
202206,서울특별시,중구,청각,남성,28
202206,서울특별시,중구,청각,여성,28
202206,서울특별시,중구,언어,남성,1
202206,서울특별시,중구,언어,여성,1
202206,서울특별시,중구,지적,남성,70
202206,서울특별시,중구,지적,여성,57
202206,서울특별시,중구,뇌병변,남성,60
202206,서울특별시,중구,뇌병변,여성,47
202206,서울특별시,중구,자폐성,남성,19
202206,서울특별시,중구,자폐성,여성,6
202206,서울특별시,중구,정신,남성,23
202206,서울특별시,중구,정신,여성,16
202206,서울특별시,중구,신장,남성,49
202206,서울특별시,중구,지체,여성,25
202206,서울특별시,중구,신장,여성,43
202206,서울특별시,중구,호흡기,남성,7
202206,서울특별시,중구,호흡기,여성,1
202206,서울특별시,중구,간,여성,1
202206,서울특별시,중구,안면,남성,1
202206,서울특별시,중구,뇌전증,여성,1
202206,서울특별시,중구,시각,남성,40
202206,서울특별시,중구,시각,여성,52
202206,서울특별시,용산구,청각,여성,43
202206,서울특별시,용산구,지체,남성,51
202206,서울특별시,용산구,언어,남성,4
202206,서울특별시,용산구,언어,여성,1
202206,서울특별시,용산구,지적,남성,114
202206,서울특별시,용산구,지적,여성,83
202206,서울특별시,용산구,뇌병변,남성,58
202206,서울특별시,용산구,뇌병변,여성,65
202206,서울특별시,용산구,자폐성,남성,28
202206,서울특별시,용산구,자폐성,여성,5
202206,서울특별시,용산구,지체,여성,30
202206,서울특별시,용산구,정신,남성,26
202206,서울특별시,용산구,정신,여성,24
202206,서울특별시,용산구,신장,남성,89
202206,서울특별시,용산구,신장,여성,49
202206,서울특별시,용산구,호흡기,남성,7
202206,서울특별시,용산구,호흡기,여성,3
202206,서울특별시,용산구,장루.요루,여성,1
202206,서울특별시,용산구,뇌전증,남성,3
202206,서울특별시,용산구,시각,남성,41
202206,서울특별시,용산구,뇌전증,여성,1
202206,서울특별시,용산구,시각,여성,46
202206,서울특별시,용산구,청각,남성,28
202206,서울특별시,성동구,청각,남성,59
202206,서울특별시,성동구,지체,남성,83
202206,서울특별시,성동구,청각,여성,41
202206,서울특별시,성동구,언어,남성,8
202206,서울특별시,성동구,언어,여성,2
202206,서울특별시,성동구,지적,남성,150
202206,서울특별시,성동구,지적,여성,105
202206,서울특별시,성동구,뇌병변,남성,99
202206,서울특별시,성동구,뇌병변,여성,94
202206,서울특별시,성동구,자폐성,남성,57
202206,서울특별시,성동구,자폐성,여성,9
202206,서울특별시,성동구,정신,남성,47
202206,서울특별시,성동구,정신,여성,44
202206,서울특별시,성동구,신장,남성,130
202206,서울특별시,성동구,지체,여성,49
202206,서울특별시,성동구,신장,여성,87
202206,서울특별시,성동구,심장,남성,1
202206,서울특별시,성동구,심장,여성,2
202206,서울특별시,성동구,호흡기,남성,20
202206,서울특별시,성동구,호흡기,여성,5
202206,서울특별시,성동구,간,남성,1
202206,서울특별시,성동구,안면,남성,1
202206,서울특별시,성동구,뇌전증,남성,1
202206,서울특별시,성동구,뇌전증,여성,2
202206,서울특별시,성동구,시각,남성,42
202206,서울특별시,성동구,시각,여성,41
202206,서울특별시,광진구,청각,남성,45
202206,서울특별시,광진구,지체,남성,74
202206,서울특별시,광진구,청각,여성,37
202206,서울특별시,광진구,언어,남성,5
202206,서울특별시,광진구,언어,여성,3
202206,서울특별시,광진구,지적,남성,181
202206,서울특별시,광진구,지적,여성,160
202206,서울특별시,광진구,뇌병변,남성,103
202206,서울특별시,광진구,뇌병변,여성,93
202206,서울특별시,광진구,자폐성,남성,63
202206,서울특별시,광진구,자폐성,여성,9
202206,서울특별시,광진구,정신,남성,53
202206,서울특별시,광진구,정신,여성,51
202206,서울특별시,광진구,지체,여성,55
202206,서울특별시,광진구,신장,남성,131
202206,서울특별시,광진구,신장,여성,103
202206,서울특별시,광진구,호흡기,남성,14
202206,서울특별시,광진구,호흡기,여성,1
202206,서울특별시,광진구,간,여성,1
202206,서울특별시,광진구,안면,여성,1
202206,서울특별시,광진구,뇌전증,남성,1
202206,서울특별시,광진구,시각,남성,37
202206,서울특별시,광진구,시각,여성,41
202206,서울특별시,동대문구,지체,남성,139
202206,서울특별시,동대문구,청각,남성,84
202206,서울특별시,동대문구,청각,여성,75
202206,서울특별시,동대문구,언어,남성,14
202206,서울특별시,동대문구,언어,여성,3
202206,서울특별시,동대문구,지적,남성,234
202206,서울특별시,동대문구,지적,여성,136
202206,서울특별시,동대문구,뇌병변,남성,152
202206,서울특별시,동대문구,뇌병변,여성,150
202206,서울특별시,동대문구,자폐성,남성,55
202206,서울특별시,동대문구,자폐성,여성,9
202206,서울특별시,동대문구,정신,남성,65
202206,서울특별시,동대문구,정신,여성,56
202206,서울특별시,동대문구,신장,남성,183
202206,서울특별시,동대문구,신장,여성,142
202206,서울특별시,동대문구,심장,남성,3
202206,서울특별시,동대문구,호흡기,남성,17
202206,서울특별시,동대문구,지체,여성,81
202206,서울특별시,동대문구,호흡기,여성,5
202206,서울특별시,동대문구,간,남성,2
202206,서울특별시,동대문구,안면,남성,1
202206,서울특별시,동대문구,뇌전증,여성,2
202206,서울특별시,동대문구,시각,남성,77
202206,서울특별시,동대문구,시각,여성,53
202206,서울특별시,중랑구,청각,남성,110
202206,서울특별시,중랑구,청각,여성,113
202206,서울특별시,중랑구,언어,남성,17
202206,서울특별시,중랑구,언어,여성,9
202206,서울특별시,중랑구,지적,남성,340
202206,서울특별시,중랑구,지적,여성,233
202206,서울특별시,중랑구,뇌병변,남성,246
202206,서울특별시,중랑구,뇌병변,여성,258
202206,서울특별시,중랑구,자폐성,남성,97
202206,서울특별시,중랑구,자폐성,여성,19
202206,서울특별시,중랑구,정신,남성,104
202206,서울특별시,중랑구,정신,여성,87
202206,서울특별시,중랑구,신장,남성,305
202206,서울특별시,중랑구,신장,여성,247
202206,서울특별시,중랑구,심장,남성,6
202206,서울특별시,중랑구,지체,여성,175
202206,서울특별시,중랑구,심장,여성,2
202206,서울특별시,중랑구,호흡기,남성,39
202206,서울특별시,중랑구,호흡기,여성,5
202206,서울특별시,중랑구,간,남성,2
202206,서울특별시,중랑구,안면,여성,1
202206,서울특별시,중랑구,장루.요루,남성,1
202206,서울특별시,중랑구,뇌전증,남성,1
202206,서울특별시,중랑구,뇌전증,여성,2
202206,서울특별시,중랑구,기타,남성,1
202206,서울특별시,중랑구,시각,남성,109
202206,서울특별시,중랑구,지체,남성,279
202206,서울특별시,중랑구,시각,여성,105
202206,서울특별시,성북구,청각,남성,98
202206,서울특별시,성북구,지체,남성,138
202206,서울특별시,성북구,청각,여성,79
202206,서울특별시,성북구,언어,남성,6
202206,서울특별시,성북구,언어,여성,2
202206,서울특별시,성북구,지적,남성,286
202206,서울특별시,성북구,지적,여성,192
202206,서울특별시,성북구,뇌병변,남성,169
202206,서울특별시,성북구,뇌병변,여성,182
202206,서울특별시,성북구,자폐성,남성,62
202206,서울특별시,성북구,자폐성,여성,9
202206,서울특별시,성북구,정신,남성,68
202206,서울특별시,성북구,정신,여성,46
202206,서울특별시,성북구,신장,남성,193
202206,서울특별시,성북구,신장,여성,154
202206,서울특별시,성북구,지체,여성,109
202206,서울특별시,성북구,심장,남성,2
202206,서울특별시,성북구,심장,여성,1
202206,서울특별시,성북구,호흡기,남성,20
202206,서울특별시,성북구,호흡기,여성,6
202206,서울특별시,성북구,간,여성,1
202206,서울특별시,성북구,안면,남성,1
202206,서울특별시,성북구,안면,여성,1
202206,서울특별시,성북구,장루.요루,남성,1
202206,서울특별시,성북구,뇌전증,남성,2
202206,서울특별시,성북구,뇌전증,여성,2
202206,서울특별시,성북구,기타,여성,1
202206,서울특별시,성북구,시각,남성,93
202206,서울특별시,성북구,시각,여성,103
202206,서울특별시,강북구,청각,남성,118
202206,서울특별시,강북구,청각,여성,121
202206,서울특별시,강북구,언어,남성,17
202206,서울특별시,강북구,언어,여성,3
202206,서울특별시,강북구,지적,남성,290
202206,서울특별시,강북구,지적,여성,258
202206,서울특별시,강북구,뇌병변,남성,218
202206,서울특별시,강북구,뇌병변,여성,207
202206,서울특별시,강북구,자폐성,남성,56
202206,서울특별시,강북구,자폐성,여성,13
202206,서울특별시,강북구,정신,남성,89
202206,서울특별시,강북구,정신,여성,75
202206,서울특별시,강북구,신장,남성,242
202206,서울특별시,강북구,신장,여성,181
202206,서울특별시,강북구,심장,남성,1
202206,서울특별시,강북구,심장,여성,2
202206,서울특별시,강북구,호흡기,남성,24
202206,서울특별시,강북구,지체,여성,144
202206,서울특별시,강북구,호흡기,여성,7
202206,서울특별시,강북구,간,남성,2
202206,서울특별시,강북구,장루.요루,여성,1
202206,서울특별시,강북구,뇌전증,남성,3
202206,서울특별시,강북구,뇌전증,여성,1
202206,서울특별시,강북구,시각,남성,155
202206,서울특별시,강북구,시각,여성,130
202206,서울특별시,강북구,지체,남성,238
202206,서울특별시,도봉구,청각,남성,85
202206,서울특별시,도봉구,청각,여성,89
202206,서울특별시,도봉구,언어,남성,11
202206,서울특별시,도봉구,언어,여성,3
202206,서울특별시,도봉구,지적,남성,280
202206,서울특별시,도봉구,지적,여성,194
202206,서울특별시,도봉구,뇌병변,남성,181
202206,서울특별시,도봉구,뇌병변,여성,175
202206,서울특별시,도봉구,자폐성,남성,71
202206,서울특별시,도봉구,자폐성,여성,12
202206,서울특별시,도봉구,정신,남성,66
202206,서울특별시,도봉구,정신,여성,59
202206,서울특별시,도봉구,신장,남성,197
202206,서울특별시,도봉구,지체,남성,127
202206,서울특별시,도봉구,신장,여성,142
202206,서울특별시,도봉구,심장,남성,4
202206,서울특별시,도봉구,심장,여성,1
202206,서울특별시,도봉구,호흡기,남성,11
202206,서울특별시,도봉구,지체,여성,108
202206,서울특별시,도봉구,호흡기,여성,5
202206,서울특별시,도봉구,안면,남성,1
202206,서울특별시,도봉구,안면,여성,1
202206,서울특별시,도봉구,뇌전증,남성,3
202206,서울특별시,도봉구,뇌전증,여성,2
202206,서울특별시,도봉구,시각,남성,95
202206,서울특별시,도봉구,시각,여성,81
202206,서울특별시,노원구,청각,남성,238
202206,서울특별시,노원구,청각,여성,213
202206,서울특별시,노원구,언어,남성,18
202206,서울특별시,노원구,언어,여성,14
202206,서울특별시,노원구,지적,남성,660
202206,서울특별시,노원구,지적,여성,536
202206,서울특별시,노원구,뇌병변,남성,414
202206,서울특별시,노원구,지체,남성,569
202206,서울특별시,노원구,뇌병변,여성,411
202206,서울특별시,노원구,자폐성,남성,143
202206,서울특별시,노원구,자폐성,여성,35
202206,서울특별시,노원구,정신,남성,194
202206,서울특별시,노원구,정신,여성,197
202206,서울특별시,노원구,신장,남성,329
202206,서울특별시,노원구,신장,여성,236
202206,서울특별시,노원구,심장,남성,8
202206,서울특별시,노원구,심장,여성,4
202206,서울특별시,노원구,지체,여성,380
202206,서울특별시,노원구,호흡기,남성,43
202206,서울특별시,노원구,호흡기,여성,18
202206,서울특별시,노원구,간,남성,2
202206,서울특별시,노원구,안면,남성,4
202206,서울특별시,노원구,안면,여성,3
202206,서울특별시,노원구,장루.요루,남성,1
202206,서울특별시,노원구,장루.요루,여성,1
202206,서울특별시,노원구,뇌전증,남성,2
202206,서울특별시,노원구,뇌전증,여성,1
202206,서울특별시,노원구,시각,남성,234
202206,서울특별시,노원구,시각,여성,215
202206,서울특별시,은평구,청각,남성,119
202206,서울특별시,은평구,지체,남성,209
202206,서울특별시,은평구,청각,여성,138
202206,서울특별시,은평구,언어,남성,16
202206,서울특별시,은평구,언어,여성,7
202206,서울특별시,은평구,지적,남성,594
202206,서울특별시,은평구,지적,여성,301
202206,서울특별시,은평구,뇌병변,남성,306
202206,서울특별시,은평구,뇌병변,여성,243
202206,서울특별시,은평구,자폐성,남성,96
202206,서울특별시,은평구,자폐성,여성,17
202206,서울특별시,은평구,정신,남성,260
202206,서울특별시,은평구,정신,여성,90
202206,서울특별시,은평구,신장,남성,280
202206,서울특별시,은평구,지체,여성,101
202206,서울특별시,은평구,신장,여성,173
202206,서울특별시,은평구,심장,남성,4
202206,서울특별시,은평구,심장,여성,6
202206,서울특별시,은평구,호흡기,남성,32
202206,서울특별시,은평구,호흡기,여성,13
202206,서울특별시,은평구,안면,남성,1
202206,서울특별시,은평구,장루.요루,남성,1
202206,서울특별시,은평구,뇌전증,여성,1
202206,서울특별시,은평구,기타,여성,1
202206,서울특별시,은평구,시각,남성,112
202206,서울특별시,은평구,시각,여성,93
202206,서울특별시,서대문구,청각,남성,62
202206,서울특별시,서대문구,청각,여성,69
202206,서울특별시,서대문구,언어,남성,10
202206,서울특별시,서대문구,언어,여성,2
202206,서울특별시,서대문구,지적,남성,195
202206,서울특별시,서대문구,지적,여성,134
202206,서울특별시,서대문구,뇌병변,남성,135
202206,서울특별시,서대문구,뇌병변,여성,130
202206,서울특별시,서대문구,자폐성,남성,45
202206,서울특별시,서대문구,자폐성,여성,4
202206,서울특별시,서대문구,정신,남성,54
202206,서울특별시,서대문구,정신,여성,35
202206,서울특별시,서대문구,신장,남성,161
202206,서울특별시,서대문구,신장,여성,120
202206,서울특별시,서대문구,지체,여성,63
202206,서울특별시,서대문구,심장,남성,1
202206,서울특별시,서대문구,호흡기,남성,8
202206,서울특별시,서대문구,호흡기,여성,3
202206,서울특별시,서대문구,간,남성,1
202206,서울특별시,서대문구,간,여성,1
202206,서울특별시,서대문구,안면,남성,1
202206,서울특별시,서대문구,장루.요루,여성,1
202206,서울특별시,서대문구,뇌전증,남성,1
202206,서울특별시,서대문구,뇌전증,여성,1
202206,서울특별시,서대문구,시각,남성,56
202206,서울특별시,서대문구,시각,여성,44
202206,서울특별시,서대문구,지체,남성,76
202206,서울특별시,마포구,청각,남성,72
202206,서울특별시,마포구,청각,여성,81
202206,서울특별시,마포구,언어,남성,5
202206,서울특별시,마포구,언어,여성,1
202206,서울특별시,마포구,지적,남성,240
202206,서울특별시,마포구,지체,남성,131
202206,서울특별시,마포구,지적,여성,158
202206,서울특별시,마포구,뇌병변,남성,134
202206,서울특별시,마포구,뇌병변,여성,143
202206,서울특별시,마포구,자폐성,남성,46
202206,서울특별시,마포구,자폐성,여성,14
202206,서울특별시,마포구,정신,남성,61
202206,서울특별시,마포구,정신,여성,50
202206,서울특별시,마포구,신장,남성,142
202206,서울특별시,마포구,지체,여성,99
202206,서울특별시,마포구,신장,여성,113
202206,서울특별시,마포구,심장,남성,2
202206,서울특별시,마포구,심장,여성,4
202206,서울특별시,마포구,호흡기,남성,6
202206,서울특별시,마포구,호흡기,여성,6
202206,서울특별시,마포구,간,남성,1
202206,서울특별시,마포구,안면,여성,1
202206,서울특별시,마포구,장루.요루,여성,1
202206,서울특별시,마포구,뇌전증,남성,1
202206,서울특별시,마포구,뇌전증,여성,2
202206,서울특별시,마포구,시각,남성,79
202206,서울특별시,마포구,시각,여성,65
202206,서울특별시,양천구,청각,여성,124
202206,서울특별시,양천구,지체,남성,179
202206,서울특별시,양천구,언어,남성,12
202206,서울특별시,양천구,언어,여성,7
202206,서울특별시,양천구,지적,남성,318
202206,서울특별시,양천구,지적,여성,211
202206,서울특별시,양천구,뇌병변,남성,192
202206,서울특별시,양천구,뇌병변,여성,168
202206,서울특별시,양천구,자폐성,남성,92
202206,서울특별시,양천구,자폐성,여성,12
202206,서울특별시,양천구,지체,여성,122
202206,서울특별시,양천구,정신,남성,67
202206,서울특별시,양천구,정신,여성,60
202206,서울특별시,양천구,신장,남성,160
202206,서울특별시,양천구,신장,여성,129
202206,서울특별시,양천구,심장,남성,2
202206,서울특별시,양천구,심장,여성,1
202206,서울특별시,양천구,호흡기,남성,16
202206,서울특별시,양천구,호흡기,여성,9
202206,서울특별시,양천구,간,남성,1
202206,서울특별시,양천구,안면,여성,1
202206,서울특별시,양천구,뇌전증,남성,1
202206,서울특별시,양천구,시각,남성,66
202206,서울특별시,양천구,뇌전증,여성,1
202206,서울특별시,양천구,시각,여성,76
202206,서울특별시,양천구,청각,남성,117
202206,서울특별시,강서구,청각,남성,253
202206,서울특별시,강서구,청각,여성,222
202206,서울특별시,강서구,지체,남성,585
202206,서울특별시,강서구,언어,남성,21
202206,서울특별시,강서구,언어,여성,8
202206,서울특별시,강서구,지적,남성,549
202206,서울특별시,강서구,지적,여성,432
202206,서울특별시,강서구,뇌병변,남성,451
202206,서울특별시,강서구,뇌병변,여성,375
202206,서울특별시,강서구,자폐성,남성,148
202206,서울특별시,강서구,자폐성,여성,27
202206,서울특별시,강서구,정신,남성,227
202206,서울특별시,강서구,정신,여성,206
202206,서울특별시,강서구,신장,남성,413
202206,서울특별시,강서구,지체,여성,350
202206,서울특별시,강서구,신장,여성,280
202206,서울특별시,강서구,심장,남성,5
202206,서울특별시,강서구,심장,여성,4
202206,서울특별시,강서구,호흡기,남성,42
202206,서울특별시,강서구,호흡기,여성,14
202206,서울특별시,강서구,간,남성,2
202206,서울특별시,강서구,안면,여성,2
202206,서울특별시,강서구,뇌전증,남성,8
202206,서울특별시,강서구,뇌전증,여성,4
202206,서울특별시,강서구,시각,남성,254
202206,서울특별시,강서구,시각,여성,174
202206,서울특별시,구로구,청각,여성,119
202206,서울특별시,구로구,언어,남성,9
202206,서울특별시,구로구,언어,여성,5
202206,서울특별시,구로구,지적,남성,303
202206,서울특별시,구로구,지적,여성,217
202206,서울특별시,구로구,지체,남성,182
202206,서울특별시,구로구,뇌병변,남성,184
202206,서울특별시,구로구,뇌병변,여성,165
202206,서울특별시,구로구,자폐성,남성,117
202206,서울특별시,구로구,자폐성,여성,16
202206,서울특별시,구로구,정신,남성,61
202206,서울특별시,구로구,지체,여성,89
202206,서울특별시,구로구,정신,여성,62
202206,서울특별시,구로구,신장,남성,193
202206,서울특별시,구로구,신장,여성,155
202206,서울특별시,구로구,심장,남성,1
202206,서울특별시,구로구,호흡기,남성,21
202206,서울특별시,구로구,호흡기,여성,6
202206,서울특별시,구로구,시각,남성,91
202206,서울특별시,구로구,안면,여성,2
202206,서울특별시,구로구,장루.요루,남성,1
202206,서울특별시,구로구,장루.요루,여성,1
202206,서울특별시,구로구,뇌전증,남성,2
202206,서울특별시,구로구,뇌전증,여성,3
202206,서울특별시,구로구,시각,여성,93
202206,서울특별시,구로구,청각,남성,107
202206,서울특별시,금천구,지체,남성,118
202206,서울특별시,금천구,청각,남성,87
202206,서울특별시,금천구,청각,여성,63
202206,서울특별시,금천구,언어,남성,5
202206,서울특별시,금천구,지적,남성,170
202206,서울특별시,금천구,지적,여성,120
202206,서울특별시,금천구,뇌병변,남성,113
202206,서울특별시,금천구,뇌병변,여성,128
202206,서울특별시,금천구,자폐성,남성,48
202206,서울특별시,금천구,자폐성,여성,5
202206,서울특별시,금천구,정신,남성,43
202206,서울특별시,금천구,정신,여성,55
202206,서울특별시,금천구,신장,남성,158
202206,서울특별시,금천구,신장,여성,110
202206,서울특별시,금천구,심장,남성,4
202206,서울특별시,금천구,호흡기,남성,14
202206,서울특별시,금천구,지체,여성,79
202206,서울특별시,금천구,호흡기,여성,5
202206,서울특별시,금천구,안면,남성,1
202206,서울특별시,금천구,안면,여성,2
202206,서울특별시,금천구,뇌전증,남성,3
202206,서울특별시,금천구,뇌전증,여성,1
202206,서울특별시,금천구,시각,남성,58
202206,서울특별시,금천구,시각,여성,51
202206,서울특별시,영등포구,청각,남성,69
202206,서울특별시,영등포구,청각,여성,54
202206,서울특별시,영등포구,언어,남성,7
202206,서울특별시,영등포구,언어,여성,2
202206,서울특별시,영등포구,지적,남성,215
202206,서울특별시,영등포구,지적,여성,150
202206,서울특별시,영등포구,뇌병변,남성,140
202206,서울특별시,영등포구,뇌병변,여성,126
202206,서울특별시,영등포구,자폐성,남성,69
202206,서울특별시,영등포구,자폐성,여성,14
202206,서울특별시,영등포구,정신,남성,49
202206,서울특별시,영등포구,정신,여성,46
202206,서울특별시,영등포구,신장,남성,143
202206,서울특별시,영등포구,신장,여성,108
202206,서울특별시,영등포구,지체,여성,67
202206,서울특별시,영등포구,호흡기,남성,7
202206,서울특별시,영등포구,호흡기,여성,4
202206,서울특별시,영등포구,안면,남성,2
202206,서울특별시,영등포구,뇌전증,남성,1
202206,서울특별시,영등포구,뇌전증,여성,1
202206,서울특별시,영등포구,기타,남성,1
202206,서울특별시,영등포구,시각,남성,51
202206,서울특별시,영등포구,시각,여성,42
202206,서울특별시,영등포구,지체,남성,104
202206,서울특별시,동작구,청각,남성,113
202206,서울특별시,동작구,청각,여성,105
202206,서울특별시,동작구,지체,남성,115
202206,서울특별시,동작구,언어,남성,7
202206,서울특별시,동작구,언어,여성,3
202206,서울특별시,동작구,지적,남성,187
202206,서울특별시,동작구,지적,여성,152
202206,서울특별시,동작구,뇌병변,남성,139
202206,서울특별시,동작구,뇌병변,여성,141
202206,서울특별시,동작구,자폐성,남성,80
202206,서울특별시,동작구,자폐성,여성,14
202206,서울특별시,동작구,정신,남성,62
202206,서울특별시,동작구,정신,여성,46
202206,서울특별시,동작구,신장,남성,154
202206,서울특별시,동작구,신장,여성,102
202206,서울특별시,동작구,지체,여성,78
202206,서울특별시,동작구,심장,남성,3
202206,서울특별시,동작구,호흡기,남성,17
202206,서울특별시,동작구,호흡기,여성,1
202206,서울특별시,동작구,뇌전증,남성,1
202206,서울특별시,동작구,뇌전증,여성,1
202206,서울특별시,동작구,시각,남성,86
202206,서울특별시,동작구,시각,여성,82
202206,서울특별시,관악구,청각,여성,96
202206,서울특별시,관악구,언어,남성,16
202206,서울특별시,관악구,지체,남성,170
202206,서울특별시,관악구,언어,여성,2
202206,서울특별시,관악구,지적,남성,294
202206,서울특별시,관악구,지적,여성,246
202206,서울특별시,관악구,뇌병변,남성,198
202206,서울특별시,관악구,뇌병변,여성,182
202206,서울특별시,관악구,자폐성,남성,99
202206,서울특별시,관악구,자폐성,여성,18
202206,서울특별시,관악구,정신,남성,85
202206,서울특별시,관악구,지체,여성,111
202206,서울특별시,관악구,정신,여성,72
202206,서울특별시,관악구,신장,남성,258
202206,서울특별시,관악구,신장,여성,177
202206,서울특별시,관악구,심장,남성,4
202206,서울특별시,관악구,호흡기,남성,13
202206,서울특별시,관악구,호흡기,여성,5
202206,서울특별시,관악구,장루.요루,여성,1
202206,서울특별시,관악구,뇌전증,남성,1
202206,서울특별시,관악구,시각,남성,149
202206,서울특별시,관악구,시각,여성,121
202206,서울특별시,관악구,청각,남성,113
202206,서울특별시,서초구,청각,남성,23
202206,서울특별시,서초구,청각,여성,38
202206,서울특별시,서초구,언어,남성,2
202206,서울특별시,서초구,지적,남성,178
202206,서울특별시,서초구,지적,여성,99
202206,서울특별시,서초구,뇌병변,남성,97
202206,서울특별시,서초구,지체,남성,86
202206,서울특별시,서초구,뇌병변,여성,82
202206,서울특별시,서초구,자폐성,남성,68
202206,서울특별시,서초구,자폐성,여성,17
202206,서울특별시,서초구,정신,남성,33
202206,서울특별시,서초구,정신,여성,41
202206,서울특별시,서초구,신장,남성,81
202206,서울특별시,서초구,신장,여성,56
202206,서울특별시,서초구,심장,여성,1
202206,서울특별시,서초구,지체,여성,63
202206,서울특별시,서초구,호흡기,남성,6
202206,서울특별시,서초구,호흡기,여성,7
202206,서울특별시,서초구,간,남성,1
202206,서울특별시,서초구,간,여성,1
202206,서울특별시,서초구,장루.요루,여성,2
202206,서울특별시,서초구,뇌전증,여성,3
202206,서울특별시,서초구,시각,남성,64
202206,서울특별시,서초구,시각,여성,56
202206,서울특별시,강남구,청각,남성,78
202206,서울특별시,강남구,지체,남성,266
202206,서울특별시,강남구,청각,여성,95
202206,서울특별시,강남구,언어,남성,8
202206,서울특별시,강남구,언어,여성,3
202206,서울특별시,강남구,지적,남성,250
202206,서울특별시,강남구,지적,여성,195
202206,서울특별시,강남구,뇌병변,남성,159
202206,서울특별시,강남구,뇌병변,여성,155
202206,서울특별시,강남구,자폐성,남성,190
202206,서울특별시,강남구,자폐성,여성,38
202206,서울특별시,강남구,정신,남성,123
202206,서울특별시,강남구,정신,여성,125
202206,서울특별시,강남구,신장,남성,150
202206,서울특별시,강남구,지체,여성,174
202206,서울특별시,강남구,신장,여성,99
202206,서울특별시,강남구,심장,남성,2
202206,서울특별시,강남구,심장,여성,1
202206,서울특별시,강남구,호흡기,남성,21
202206,서울특별시,강남구,호흡기,여성,11
202206,서울특별시,강남구,간,여성,1
202206,서울특별시,강남구,안면,남성,2
202206,서울특별시,강남구,안면,여성,3
202206,서울특별시,강남구,뇌전증,남성,4
202206,서울특별시,강남구,뇌전증,여성,2
202206,서울특별시,강남구,시각,남성,143
202206,서울특별시,강남구,시각,여성,121
202206,서울특별시,송파구,청각,남성,59
202206,서울특별시,송파구,청각,여성,86
202206,서울특별시,송파구,언어,남성,16
202206,서울특별시,송파구,언어,여성,5
202206,서울특별시,송파구,지적,남성,426
202206,서울특별시,송파구,지적,여성,305
202206,서울특별시,송파구,뇌병변,남성,209
202206,서울특별시,송파구,뇌병변,여성,165
202206,서울특별시,송파구,자폐성,남성,284
202206,서울특별시,송파구,자폐성,여성,37
202206,서울특별시,송파구,정신,남성,63
202206,서울특별시,송파구,정신,여성,52
202206,서울특별시,송파구,신장,남성,180
202206,서울특별시,송파구,신장,여성,139
202206,서울특별시,송파구,지체,여성,96
202206,서울특별시,송파구,심장,여성,2
202206,서울특별시,송파구,호흡기,남성,19
202206,서울특별시,송파구,호흡기,여성,3
202206,서울특별시,송파구,간,남성,2
202206,서울특별시,송파구,간,여성,1
202206,서울특별시,송파구,뇌전증,남성,2
202206,서울특별시,송파구,뇌전증,여성,1
202206,서울특별시,송파구,지체,남성,156
202206,서울특별시,송파구,시각,남성,61
202206,서울특별시,송파구,시각,여성,87
202206,서울특별시,강동구,지체,남성,153
202206,서울특별시,강동구,청각,여성,75
202206,서울특별시,강동구,언어,남성,11
202206,서울특별시,강동구,언어,여성,6
202206,서울특별시,강동구,지적,남성,407
202206,서울특별시,강동구,지적,여성,277
202206,서울특별시,강동구,뇌병변,남성,219
202206,서울특별시,강동구,뇌병변,여성,207
202206,서울특별시,강동구,자폐성,남성,201
202206,서울특별시,강동구,지체,여성,120
202206,서울특별시,강동구,자폐성,여성,28
202206,서울특별시,강동구,정신,남성,75
202206,서울특별시,강동구,정신,여성,51
202206,서울특별시,강동구,신장,남성,201
202206,서울특별시,강동구,신장,여성,141
202206,서울특별시,강동구,심장,남성,1
202206,서울특별시,강동구,심장,여성,1
202206,서울특별시,강동구,호흡기,남성,12
202206,서울특별시,강동구,호흡기,여성,2
202206,서울특별시,강동구,간,남성,1
202206,서울특별시,강동구,안면,남성,1
202206,서울특별시,강동구,시각,남성,84
202206,서울특별시,강동구,장루.요루,여성,1
202206,서울특별시,강동구,뇌전증,남성,3
202206,서울특별시,강동구,뇌전증,여성,4
202206,서울특별시,강동구,시각,여성,70
202206,서울특별시,강동구,청각,남성,68
202206,부산광역시,중구,청각,여성,9
202206,부산광역시,중구,언어,남성,3
202206,부산광역시,중구,언어,여성,1
