"시점","행정구역(시군구)별","성별",계,0세,1세,2세,3세,4세,5세,6세,7세,8세,9세,10세,11세,12세,13세,14세,15세,16세,17세,18세,19세,20세,21세,22세,23세,24세,25세,26세,27세,28세,29세,30세,31세,32세,33세,34세,35세,36세,37세,38세,39세,40세,41세,42세,43세,44세,45세,46세,47세,48세,49세,50세,51세,52세,53세,54세,55세,56세,57세,58세,59세,60세,61세,62세,63세,64세,65세,66세,67세,68세,69세,70세,71세,72세,73세,74세,75세,76세,77세,78세,79세,80세 이상,80세,81세,82세,83세,84세,85세 이상,85세,86세,87세,88세,89세,90세,91세,92세,93세,94세,95세,96세,97세,98세,99세,100세 이상
"2021","충청남도","여자",1032008,5416,6189.5,6804.5,7385.5,8216,9003.5,9295,9346,9917,10207.5,9968,9672,9639.5,10045,9750.5,9150.5,9320.5,9632,9575,10083.5,11206,11262,10711.5,10566,10428.5,10321,10262.5,10541,11090,11067.5,10424.5,10377.5,10691.5,11128,11403.5,11673,12007,13068,14814,15630.5,15621.5,15424.5,14279,13795,14399,14610.5,15303.5,16191.5,15885.5,16044.5,16351,16358,16913.5,16434.5,14920.5,14808,15709,14920,15212,17351.5,18435,17666.5,15919,14993,14379.5,14398.5,14022.5,11802.5,11252,10688,9977.5,10389,10177,10039,8744,7235,7727,8423,9971.5,10252,77693.5,8328,8214,8441.5,7773.5,7240.5,37696,6847.5,6107.5,5087,4434,3602,2729,2267,1860.5,1399,964,683.5,490,386,309,199.5,330.5
"2021","전라북도","계",1786321.5,7621.5,8620,9634,10806,12184.5,13654.5,14483.5,14739.5,15749.5,16660.5,16712.5,16288.5,16242,17171,16949.5,16142,16847,17849.5,18531,19665.5,21941.5,22457.5,22033.5,21775,21377,20900.5,20445,19720,19122,18615.5,17409,16448.5,16276,16202,16490,17398,18296,19914.5,22357.5,23688,24170.5,24392.5,23448.5,23712,24659.5,24831.5,27236.5,29464,29614,30619.5,31038,30279.5,30967.5,30423.5,29005,29103.5,28719.5,27559,28733.5,31106,33191.5,32530.5,28645.5,27325.5,26465.5,26020,25358,21363,20032.5,19562,19387.5,19814,18428,19040.5,17892.5,14332.5,13206,13400,16689.5,17353.5,107781,13442.5,12567,12299,11019,9942,48511.5,9197.5,8148,6789.5,5539.5,4461,3551.5,2839,2306.5,1803.5,1241,747,501,423.5,366,229,368
"2021","전라북도","남자",888453,3886.5,4381.5,4911,5525.5,6262,7011,7456.5,7603,8132,8552.5,8551.5,8369,8403.5,8887,8740,8403.5,8785,9197.5,9636.5,10281.5,11533.5,11965,11830,11913,11777.5,11589,11239,10711.5,10222,9861.5,9242,8723.5,8524.5,8393,8454,8871,9306,10202.5,11431,12095.5,12345.5,12447.5,12056.5,12114.5,12633,12784.5,14000.5,15129.5,15345.5,16103.5,16269,15791,16107,15670.5,15123,15224.5,14830.5,14261,14803,15828,16555,16151.5,14258,13720,13339,12883,12408,10420.5,9701,9402.5,9269.5,9295,8532,8867.5,8291,6459,5691.5,5555.5,6595.5,6738.5,34590,5133.5,4626,4440.5,3841.5,3292,13256.5,2953.5,2539.5,1990,1527.5,1144.5,845.5,667.5,521,372.5,247,143,94,68,58.5,38.5,46
"2021","전라북도","여자",897868.5,3735,4238.5,4723,5280.5,5922.5,6643.5,7027,7136.5,7617.5,8108,8161,7919.5,7838.5,8284,8209.5,7738.5,8062,8652,8894.5,9384,10408,10492.5,10203.5,9862,9599.5,9311.5,9206,9008.5,8900,8754,8167,7725,7751.5,7809,8036,8527,8990,9712,10926.5,11592.5,11825,11945,11392,11597.5,12026.5,12047,13236,14334.5,14268.5,14516,14769,14488.5,14860.5,14753,13882,13879,13889,13298,13930.5,15278,16636.5,16379,14387.5,13605.5,13126.5,13137,12950,10942.5,10331.5,10159.5,10118,10519,9896,10173,9601.5,7873.5,7514.5,7844.5,10094,10615,73191,8309,7941,7858.5,7177.5,6650,35255,6244,5608.5,4799.5,4012,3316.5,2706,2171.5,1785.5,1431,994,604,407,355.5,307.5,190.5,322
"2021","전라남도","계",1833020.5,8843.5,10071,10652,11269.5,12453.5,13732.5,14137,14498,15714,16546.5,16407.5,15853,15629,16487.5,16254,15261.5,15879,17002.5,17655,18646.5,20975.5,21600,20623,20233.5,19858.5,19590.5,19289,18523,18276.5,17702,16539.5,15719,15542.5,15677.5,16218.5,17238.5,18207.5,19896.5,22485.5,23670,23829.5,24290,23218.5,22994.5,23779.5,23847.5,25717,27812,28728.5,29932,30771.5,30474.5,31381,31554.5,30713,31076.5,30749.5,30404,31179,32484,34833,34766,31715.5,29901.5,27729,26782,25823.5,21852.5,21573.5,22041,20814.5,21079,20621.5,21081,19535.5,16554,15898.5,15888.5,19273,20368,129093.5,17310.5,16113,15093,13475.5,11832,55269.5,10400,9195.5,7517.5,6184,5119,4273,3529.5,2567,1846,1309,900.5,654,587,482.5,280.5,424.5
"2021","전라남도","남자",922030,4500,5138,5425,5786,6394.5,7031,7237.5,7386.5,7977.5,8334.5,8417,8187,8040,8507,8364.5,7829,8227,8851,9208,9907,11412.5,11992.5,11505,11369.5,11304.5,11260.5,11042,10426,10059.5,9563,8946,8379.5,8195.5,8181.5,8400,8983.5,9470,10379,11850,12600,12645,12724,12270,12174.5,12641.5,12809,13780,14946.5,15457.5,16307,16728.5,16431.5,16945.5,17027,16776.5,16981.5,16386.5,16194.5,16636,16960,17811,17745,16242,15374,14170.5,13574.5,12932.5,10808,10509,10759,10094,10121.5,9852,9796.5,8893,7241,6646.5,6424,7519.5,7796,38830,6365,5713.5,5148,4338,3630,13635.5,3036,2579,1995,1547,1214.5,903,728,546,356.5,231,146.5,112.5,91,69,33.5,47
"2021","전라남도","여자",910990.5,4343.5,4933,5227,5483.5,6059,6701.5,6899.5,7111.5,7736.5,8212,7990.5,7666,7589,7980.5,7889.5,7432.5,7652,8151.5,8447,8739.5,9563,9607.5,9118,8864,8554,8330,8247,8097,8217,8139,7593.5,7339.5,7347,7496,7818.5,8255,8737.5,9517.5,10635.5,11070,11184.5,11566,10948.5,10820,11138,11038.5,11937,12865.5,13271,13625,14043,14043,14435.5,14527.5,13936.5,14095,14363,14209.5,14543,15524,17022,17021,15473.5,14527.5,13558.5,13207.5,12891,11044.5,11064.5,11282,10720.5,10957.5,10769.5,11284.5,10642.5,9313,9252,9464.5,11753.5,12572,90263.5,10945.5,10399.5,9945,9137.5,8202,41634,7364,6616.5,5522.5,4637,3904.5,3370,2801.5,2021,1489.5,1078,754,541.5,496,413.5,247,377.5
"2021","경상북도","계",2619827.5,12155,13702,15107,16590.5,18531,20520,21011.5,21036,22304,23024,22343,21526,21442,22551.5,22027.5,20846.5,21698.5,22823,23520,24968,28462.5,29555.5,28308.5,28009.5,28014,27698.5,27685,27217.5,27210.5,27157.5,25940,25077,25015.5,25468.5,26159,26965.5,27809.5,30145.5,34293,36742.5,37117,36757,34363,33690.5,34863.5,35855,38623,41035.5,42081,43148.5,44172,44921,46645,45978.5,43753,44110,44535.5,43626.5,45885.5,50216.5,51264.5,50651.5,46839,43861,43167,41650.5,38894,35103,35149,32201,27869,28062,28616.5,27519.5,22554.5,17860,18927,21683.5,24846,23867,157202.5,19914.5,19617,18447.5,16023,14609.5,68591,13376,11749.5,9506,7873,6376,4891,3872.5,3086,2434,1695,1146.5,783.5,582,445.5,284,490.5
"2021","경상북도","남자",1319711.5,6194.5,7016.5,7799,8572.5,9486,10502,10793,10893,11599,11942,11555.5,11167.5,11177.5,11727,11489.5,10957.5,11517.5,12104,12465.5,13301.5,15512,16490.5,15832.5,15955,16195.5,16124.5,15977,15644.5,15371,15094,14494.5,13968.5,13826.5,13772.5,13926.5,14338,14646.5,15714.5,17818.5,19012.5,19327,19171,18103,17660.5,18077.5,18566,19992.5,21180.5,21877,22787.5,23167.5,23392,24215.5,23466,22769.5,23070.5,22871.5,22569,23742.5,25785,25936,25252.5,23530,22410.5,21936,20577.5,19149.5,17257,16882,15436,13403.5,13551,13778.5,13042,10550.5,8085.5,8016.5,8767,9886,9321,49176,7482,7129.5,6443.5,5385,4752.5,17983.5,4165.5,3484,2677,2105,1614.5,1108.5,836.5,631.5,470.5,321,186.5,131.5,96.5,68,41,46
"2021","경상북도","여자",1300116,5960.5,6685.5,7308,8018,9045,10018,10218.5,10143,10705,11082,10787.5,10358.5,10264.5,10824.5,10538,9889,10181,10719,11054.5,11666.5,12950.5,13065,12476,12054.5,11818.5,11574,11708,11573,11839.5,12063.5,11445.5,11108.5,11189,11696,12232.5,12627.5,13163,14431,16474.5,17730,17790,17586,16260,16030,16786,17289,18630.5,19855,20204,20361,21004.5,21529,22429.5,22512.5,20983.5,21039.5,21664,21057.5,22143,24431.5,25328.5,25399,23309,21450.5,21231,21073,19744.5,17846,18267,16765,14465.5,14511,14838,14477.5,12004,9774.5,10910.5,12916.5,14960,14546,108026.5,12432.5,12487.5,12004,10638,9857,50607.5,9210.5,8265.5,6829,5768,4761.5,3782.5,3036,2454.5,1963.5,1374,960,652,485.5,377.5,243,444.5
"2021","경상남도","계",3311248.5,15706.5,18086,20517,22938,26049,29174.5,30604,30603.5,32268.5,33696,33152.5,31944.5,31633.5,33287,32222,29712.5,30502,32159.5,32768.5,34215.5,38015,39093.5,37355.5,36815,37048,36765,36402,36132,36080.5,36030,34465,33266.5,33431.5,33767.5,34765,36613,38761.5,42493.5,48258,51936.5,53297.5,53141.5,49707,47938.5,48566.5,49473,52866.5,56664,57748.5,58768,60433,60904.5,61265,59597.5,56444,55566,54621.5,51782.5,55276,61138.5,62656,59354,53738,51539,49047,47298.5,44280.5,37415,36211.5,34034,29404.5,29253.5,29364.5,28258,24530,19961,19788.5,21053,22357.5,22303.5,145466.5,19648.5,18212,16613,14787.5,13468,62737.5,12109,10608,8808,7243.5,5956.5,4650,3691.5,2851,2127.5,1494,1029,706.5,489,380,228,366
"2021","경상남도","남자",1666507.5,8093.5,9271,10487.5,11830.5,13425.5,14978.5,15745,15790.5,16604,17304,17090,16540.5,16320.5,17163,16702.5,15474,16002.5,16987,17317.5,18340,20883,21754.5,20709.5,20698,20994.5,20895,20554,20182,19868,19539,18750.5,17996.5,17767.5,17668.5,18111.5,19188.5,20062.5,21854,24798,26690.5,27429,27348.5,25762.5,24698,24911.5,25355,27077,28936.5,29685,30501,31109,31169.5,31137.5,29920,28973.5,28724.5,27682.5,26643,28445,30862.5,31243.5,29721,27190.5,26080,24551.5,23233,21874,18538.5,17574,16477.5,14106,13923.5,13907.5,13160.5,11215.5,8993.5,8499,8634,8784.5,8497,43499,7224.5,6383.5,5595.5,4817.5,4220.5,15257.5,3589,2950,2324.5,1756.5,1301,925.5,725.5,562,385.5,258,158.5,106,73.5,52.5,34,55.5
"2021","경상남도","여자",1644741,7613,8815,10029.5,11107.5,12623.5,14196,14859,14813,15664.5,16392,16062.5,15404,15313,16124,15519.5,14238.5,14499.5,15172.5,15451,15875.5,17132,17339,16646,16117,16053.5,15870,15848,15950,16212.5,16491,15714.5,15270,15664,16099,16653.5,17424.5,18699,20639.5,23460,25246,25868.5,25793,23944.5,23240.5,23655,24118,25789.5,27727.5,28063.5,28267,29324,29735,30127.5,29677.5,27470.5,26841.5,26939,25139.5,26831,30276,31412.5,29633,26547.5,25459,24495.5,24065.5,22406.5,18876.5,18637.5,17556.5,15298.5,15330,15457,15097.5,13314.5,10967.5,11289.5,12419,13573,13806.5,101967.5,12424,11828.5,11017.5,9970,9247.5,47480,8520,7658,6483.5,5487,4655.5,3724.5,2966,2289,1742,1236,870.5,600.5,415.5,327.5,194,310.5
"2021","제주특별자치도","계",670992.5,3741.5,4315,4827,5263,5881,6455.5,6780.5,6894.5,7352,7607.5,7397,7170.5,6981.5,7215.5,7127.5,6664,6624,6961.5,7066,7235,8139.5,8304,7918.5,8053.5,8082.5,8148.5,8290,8274.5,8299,8088,7492.5,7000,6886,6989.5,7159,7598,8147.5,8941.5,10204.5,10954,11018,11149.5,10303,9901.5,10285,10352.5,11125.5,11892.5,12188,12735.5,12726.5,12185.5,12019.5,11502,11055.5,10815,10498.5,10561,10586,10467.5,10630.5,10286.5,9499.5,8978,8511.5,8277.5,7628.5,6173.5,5760.5,5482,5004.5,4958,5134,5238,4863.5,4268,3987.5,3905,3945.5,3950,28612,3557,3292,3111.5,2828,2513.5,13310,2255.5,2098.5,1935.5,1599,1194,946,846.5,625.5,414.5,306,213.5,152,208.5,219,124,172
"2021","제주특별자치도","남자",336679.5,1943,2220.5,2458.5,2704.5,3018.5,3345,3499,3506.5,3750,3914,3833.5,3731.5,3607.5,3714,3694.5,3505,3511.5,3653.5,3738.5,3855.5,4312.5,4408.5,4211,4275.5,4302,4304.5,4380.5,4359.5,4372,4193.5,3869.5,3605.5,3460,3504.5,3617,3862,4053,4432.5,5099.5,5507,5576.5,5585,5179,5049,5319.5,5407.5,5840.5,6210,6264,6590.5,6587,6344.5,6255,5963.5,5830.5,5736,5471,5477.5,5472.5,5318.5,5372,5186,4786,4552,4261.5,4087.5,3775.5,2998,2760,2658,2381.5,2308,2438,2465.5,2240,1965,1801,1693.5,1672.5,1639,8827,1422,1251.5,1140.5,1004,842,3167,719,644,534.5,390.5,266.5,185,152.5,105,48.5,32.5,23.5,14.5,17,15.5,8.5,10
"2021","제주특별자치도","여자",334313,1798.5,2094.5,2368.5,2558.5,2862.5,3110.5,3281.5,3388,3602,3693.5,3563.5,3439,3374,3501.5,3433,3159,3112.5,3308,3327.5,3379.5,3827,3895.5,3707.5,3778,3780.5,3844,3909.5,3915,3927,3894.5,3623,3394.5,3426,3485,3542,3736,4094.5,4509,5105,5447,5441.5,5564.5,5124,4852.5,4965.5,4945,5285,5682.5,5924,6145,6139.5,5841,5764.5,5538.5,5225,5079,5027.5,5083.5,5113.5,5149,5258.5,5100.5,4713.5,4426,4250,4190,3853,3175.5,3000.5,2824,2623,2650,2696,2772.5,2623.5,2303,2186.5,2211.5,2273,2311,19785,2135,2040.5,1971,1824,1671.5,10143,1536.5,1454.5,1401,1208.5,927.5,761,694,520.5,366,273.5,190,137.5,191.5,203.5,115.5,162
